InChI	CID	IUPAC_name	Molecular_formula	Molecular_weight	Isomeric_smiles	Canonical_smiles	abbrv	Name
QYOJSKGCWNAKGW-PBXRRBTRSA-K	14506806	(3R,4S,5R)-4,5-dihydroxy-3-phosphonatooxycyclohexene-1-carboxylate	C7H8O8P-3	251.11	C1[C@H]([C@@H]([C@@H](C=C1C(=O)[O-])OP(=O)([O-])[O-])O)O	C1C(C(C(C=C1C(=O)[O-])OP(=O)([O-])[O-])O)O	skm5p	Shikimate 5-phosphate
QUTYKIXIUDQOLK-PRJMDXOYSA-J	14506801	(3R,4S,5R)-5-(1-carboxylatoethenoxy)-4-hydroxy-3-phosphonatooxycyclohexene-1-carboxylate	C10H9O10P-4	320.15	C=C(C(=O)[O-])O[C@@H]1CC(=C[C@H]([C@H]1O)OP(=O)([O-])[O-])C(=O)[O-]	C=C(C(=O)[O-])OC1CC(=CC(C1O)OP(=O)([O-])[O-])C(=O)[O-]	3psme	5-O-(1-Carboxyvinyl)-3-phosphoshikimate
QZNPNKJXABGCRC-FUTKDDECSA-N	14461866	(3R,4S,5S)-1,3,4,5-tetrahydroxyhexan-2-one	C6H12O5	164.16	C[C@@H]([C@@H]([C@H](C(=O)CO)O)O)O	CC(C(C(C(=O)CO)O)O)O	rml	L-Rhamnulose
SGSVWAYHEWEQET-SCRDCRAPSA-N	14080393	7,8-dimethyl-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]-1,5-dihydrobenzo[g]pteridine-2,4-dione	C17H22N4O6	378.4	CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)C[C@@H]([C@@H]([C@@H](CO)O)O)O	CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)CC(C(C(CO)O)O)O	rbflvrd	Reduced riboflavin
NMDWGEGFJUBKLB-YFKPBYRVSA-M	13999770	(2S)-2-hydroxy-2-methyl-3-oxobutanoate	C5H7O4-	131.11	CC(=O)[C@@](C)(C(=O)[O-])O	CC(=O)C(C)(C(=O)[O-])O	alac__S	(S)-2-Acetolactate
FTNIPWXXIGNQQF-DWTFCAFKSA-N	13489094	(2R,3R,4S,5S,6R)-2-[(2R,3S,4R,5R,6R)-6-[(2R,3S,4R,5R,6R)-6-[(2R,3S,4R,5R,6R)-4,5-dihydroxy-2-(hydroxymethyl)-6-[(2R,3S,4R,5R,6S)-4,5,6-trihydroxy-2-(hydroxymethyl)oxan-3-yl]oxyoxan-3-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol	C30H52O26	828.7	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O)CO)CO)CO)CO)O)O)O)O	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)O)CO)CO)CO)CO)O)O)O)O	maltpt	Maltopentaose
VHUUQVKOLVNVRT-UHFFFAOYSA-N	12896473	azane;hydrate	H5NO	35.046	N.O	N.O	nh4oh	Ammonium hydroxide
VWKNUUOGGLNRNZ-UHFFFAOYSA-N	12445118	1,2,6,7-tetramethylpyrazolo[1,2-a]pyrazole-3,5-dione	C10H12N2O2	192.21	CC1=C(N2C(=C(C(=O)N2C1=O)C)C)C	CC1=C(N2C(=C(C(=O)N2C1=O)C)C)C	bmn	Bimane
CKLJMWTZIZZHCS-UWTATZPHSA-M	12049686	(2R)-2-amino-4-hydroxy-4-oxobutanoate	C4H6NO4-	132.09	C([C@H](C(=O)[O-])N)C(=O)O	C(C(C(=O)[O-])N)C(=O)O	asp__D	D-Aspartate
NHVNXKFIZYSCEB-XLPZGREQSA-J	11988283	[[[(2R,3S,5R)-3-hydroxy-5-(5-methyl-2,4-dioxopyrimidin-1-yl)oxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl] phosphate	C10H13N2O14P3-4	478.14	CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O	CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O	dttp	DTTP C10H13N2O14P3
DBXBTMSZEOQQDU-UHFFFAOYSA-M	11966314	3-hydroxy-2-methylpropanoate	C4H7O3-	103.10	CC(CO)C(=O)[O-]	CC(CO)C(=O)[O-]	3hmp	3-Hydroxy-2-methylpropanoate
DWAKNKKXGALPNW-UHFFFAOYSA-M	11966213	3,4-dihydro-2H-pyrrole-2-carboxylate	C5H6NO2-	112.11	C1CC(N=C1)C(=O)[O-]	C1CC(N=C1)C(=O)[O-]	1pyr5c	1-Pyrroline-5-carboxylate
UEFURMXXHJCLJP-UHFFFAOYSA-N	11953835	S-(8-amino-8-oxo-3-sulfanyloctyl) 2-methylpropanethioate	C12H23NO2S2	277.5	CC(C)C(=O)SCCC(CCCCC(=O)N)S	CC(C)C(=O)SCCC(CCCCC(=O)N)S	2mpdhl	S-(2-Methylpropanoyl)-dihydrolipoamide
GLXUWZBUPATPBR-BQBZGAKWSA-L	11948934	(2S,6S)-2-azaniumyl-6-(3-carboxylatopropanoylamino)heptanedioate	C11H16N2O7-2	288.25	C(C[C@@H](C(=O)[O-])[NH3+])C[C@@H](C(=O)[O-])NC(=O)CCC(=O)[O-]	C(CC(C(=O)[O-])[NH3+])CC(C(=O)[O-])NC(=O)CCC(=O)[O-]	sl26da	N-Succinyl-LL-2,6-diaminoheptanedioate
KYVLWJXMCBZDRL-BQBZGAKWSA-M	11948933	(2S,6S)-2-acetamido-6-azaniumylheptanedioate	C9H15N2O5-	231.23	CC(=O)N[C@@H](CCC[C@@H](C(=O)[O-])[NH3+])C(=O)[O-]	CC(=O)NC(CCCC(C(=O)[O-])[NH3+])C(=O)[O-]	n6all26d	N6-Acetyl-LL-2,6-diaminoheptanedioate
IXZNKTPIYKDIGG-REOHCLBHSA-L	11948925	(2S)-2-azaniumyl-4-oxo-4-phosphonatooxybutanoate	C4H6NO7P-2	211.07	C([C@@H](C(=O)[O-])[NH3+])C(=O)OP(=O)([O-])[O-]	C(C(C(=O)[O-])[NH3+])C(=O)OP(=O)([O-])[O-]	4pasp	4-Phospho-L-aspartate
QEFRNWWLZKMPFJ-ZXPFJRLXSA-N	11862103	(2S)-2-azaniumyl-4-[(R)-methylsulfinyl]butanoate	C5H11NO3S	165.21	C[S@@](=O)CC[C@@H](C(=O)[O-])[NH3+]	CS(=O)CCC(C(=O)[O-])[NH3+]	metsox_R__L	L-methionine-R-sulfoxide
WHUUTDBJXJRKMK-VKHMYHEASA-M	11840951	(4S)-4-amino-5-hydroxy-5-oxopentanoate	C5H8NO4-	146.12	C(CC(=O)[O-])[C@@H](C(=O)O)N	C(CC(=O)[O-])C(C(=O)O)N	glu__L	L-Glutamate
SLKDGVPOSSLUAI-PGUFJCEWSA-N	11802774	2-azaniumylethyl [(2R)-2,3-di(hexadecanoyloxy)propyl] phosphate	C37H74NO8P	692.0	CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCCCCCCCCCC	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCCCCCCCCCC	pe160	Phosphatidylethanolamine (dihexadecanoyl, n-C16:0)
UYTRITJAZOPLCZ-BYPYZUCNSA-N	11170991	(4S)-4,5-dihydroxypentane-2,3-dione	C5H8O4	132.11	CC(=O)C(=O)[C@H](CO)O	CC(=O)C(=O)C(CO)O	dhptd	4,5-dihydroxy-2,3-pentanedione
KPTPSLHFVHXOBZ-BIKCPUHGSA-N	10230811	(2S,3R,4S,5R)-2-[(3R,4R,5R,6S)-6-[(3R,4R,5R,6S)-4,5-dihydroxy-6-[(3R,4R,5R)-4,5,6-trihydroxyoxan-3-yl]oxyoxan-3-yl]oxy-4,5-dihydroxyoxan-3-yl]oxyoxane-3,4,5-triol	C20H34O17	546.5	C1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2CO[C@H]([C@@H]([C@H]2O)O)O[C@@H]3CO[C@H]([C@@H]([C@H]3O)O)O[C@@H]4COC([C@@H]([C@H]4O)O)O)O)O)O	C1C(C(C(C(O1)OC2COC(C(C2O)O)OC3COC(C(C3O)O)OC4COC(C(C4O)O)O)O)O)O	xyl4	Xylotetraose
QEFRNWWLZKMPFJ-ZXPFJRLXSA-N	10062737	(2S)-2-amino-4-[(R)-methylsulfinyl]butanoic acid	C5H11NO3S	165.21	C[S@@](=O)CC[C@@H](C(=O)O)N	CS(=O)CCC(C(=O)O)N	metsox_R__L	L-methionine-R-sulfoxide
PDWIQYODPROSQH-PYHARJCCSA-N	9828112	(4S,5R)-5-(hydroxymethyl)oxolane-2,4-diol	C5H10O4	134.13	C1[C@@H]([C@H](OC1O)CO)O	C1C(C(OC1O)CO)O	drib	Deoxyribose C5H10O4
HSCJRCZFDFQWRP-ABVWGUQPSA-L	9549262	[[(2R,3S,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl] [(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] phosphate	C15H22N2O17P2-2	564.29	C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OC3C(C(C(C(O3)CO)O)O)O)O)O	udpgal	UDPgalactose
RXMWXENJQAINCC-DMTCNVIQSA-M	9548631	(3S,4S)-3,4,6-trihydroxy-2,5-dioxohexanoate	C6H7O7-	191.12	C(C(=O)[C@H]([C@@H](C(=O)C(=O)[O-])O)O)O	C(C(=O)C(C(C(=O)C(=O)[O-])O)O)O	25dkglcn	2,5-diketo-D-gluconate
VBKPPDYGFUZOAJ-UHFFFAOYSA-M	9548601	5-oxopentanoate	C5H7O3-	115.11	C(CC=O)CC(=O)[O-]	C(CC=O)CC(=O)[O-]	oxptn	5-Oxopentanoate
PMFMJXPRNJUYMB-GWOFURMSSA-K	9548600	2-[[(2R,3R,4S,5R)-3,4-dihydroxy-5-(phosphonatooxymethyl)oxolan-2-yl]amino]benzoate	C12H13NO9P-3	346.21	C1=CC=C(C(=C1)C(=O)[O-])N[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])[O-])O)O	C1=CC=C(C(=C1)C(=O)[O-])NC2C(C(C(O2)COP(=O)([O-])[O-])O)O	pran	N-(5-Phospho-D-ribosyl)anthranilate
IGUZJYCAXLYZEE-RFZPGFLSSA-N	9548569	(3S,4R)-3,4,5-trihydroxypentan-2-one	C5H10O4	134.13	CC(=O)[C@H]([C@@H](CO)O)O	CC(=O)C(C(CO)O)O	dxyl	1-deoxy-D-xylulose
AVWRKZWQTYIKIY-UHFFFAOYSA-M	9543250	N-carbamoylcarbamate	C2H3N2O3-	103.06	C(=O)(N)NC(=O)[O-]	C(=O)(N)NC(=O)[O-]	allphn	Allophanate C2H3N2O3
UIUJIQZEACWQSV-UHFFFAOYSA-M	9543238	4-oxobutanoate	C4H5O3-	101.08	C(CC(=O)[O-])C=O	C(CC(=O)[O-])C=O	sucsal	Succinic semialdehyde
KJOVGYUGXHIVAY-BXTBVDPRSA-K	9543176	(1E,3Z)-buta-1,3-diene-1,2,4-tricarboxylate	C7H3O6-3	183.09	C(=C\C(=O)[O-])\C(=C/C(=O)[O-])\C(=O)[O-]	C(=CC(=O)[O-])C(=CC(=O)[O-])C(=O)[O-]	CCbuttc	Cis,cis-Butadiene-1,2,4-tricarboxylate
HYVSZVZMTYIHKF-IWQZZHSRSA-L	9543150	(Z)-2-oxohept-3-enedioate	C7H6O5-2	170.12	C(CC(=O)[O-])/C=C\C(=O)C(=O)[O-]	C(CC(=O)[O-])C=CC(=O)C(=O)[O-]	2ohed	2-Oxohept-3-ene-1,7-dioate
NOXRYJAWRSNUJD-UHFFFAOYSA-M	9543147	2-oxopent-4-enoate	C5H5O3-	113.09	C=CCC(=O)C(=O)[O-]	C=CCC(=O)C(=O)[O-]	op4en	2-Oxopent-4-enoate
OAKURXIZZOAYBC-UHFFFAOYSA-M	9543142	3-oxopropanoate	C3H3O3-	87.05	C(C=O)C(=O)[O-]	C(C=O)C(=O)[O-]	msa	Malonate semialdehyde
RKDFGWAXBBGKMR-APPZFPTMSA-M	9543127	3-[(5R,6S)-5,6-dihydroxycyclohexa-1,3-dien-1-yl]propanoate	C9H11O4-	183.18	C1=C[C@H]([C@H](C(=C1)CCC(=O)[O-])O)O	C1=CC(C(C(=C1)CCC(=O)[O-])O)O	cechddd	Cis-3-(3-carboxyethyl)-3,5-cyclohexadiene-1,2-diol
QZDSXQJWBGMRLU-UHFFFAOYSA-M	9543123	3-(2,3-dihydroxyphenyl)propanoate	C9H9O4-	181.16	C1=CC(=C(C(=C1)O)O)CCC(=O)[O-]	C1=CC(=C(C(=C1)O)O)CCC(=O)[O-]	dhpppn	3-(2,3-Dihydroxyphenyl)propanoate
PUCYIVFXTPWJDD-CAHLUQPWSA-M	9543121	(1R,6S)-1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate	C7H7O4-	155.13	C1=C[C@@H]([C@](C=C1)(C(=O)[O-])O)O	C1=CC(C(C=C1)(C(=O)[O-])O)O	bz12diol	Cis-1,2-Dihydroxycyclohexa-3,5-diene-1-carboxylate
ALFQPWXBAWHVDP-UHFFFAOYSA-M	9543101	4-hydroxy-2-oxohexanoate	C6H9O4-	145.13	CCC(CC(=O)C(=O)[O-])O	CCC(CC(=O)C(=O)[O-])O	4hoxoh	4-Hydroxy-2-oxohexanoic acid
KWQSYZVAOWYCNP-POYBYMJQSA-M	9543091	(1R,6S)-1,6-dihydroxy-4-methylcyclohexa-2,4-diene-1-carboxylate	C8H9O4-	169.15	CC1=C[C@@H]([C@](C=C1)(C(=O)[O-])O)O	CC1=CC(C(C=C1)(C(=O)[O-])O)O	dh4mchc	Cis-1,2-Dihydroxy-4-methylcyclohexa-3,5-diene-1-carboxylate
HFKQINMYQUXOCH-UHFFFAOYSA-M	9543038	4-hydroxy-2-oxopentanoate	C5H7O4-	131.11	CC(CC(=O)C(=O)[O-])O	CC(CC(=O)C(=O)[O-])O	4h2opntn	4-Hydroxy-2-oxopentanoate
RNKSNIBMTUYWSH-YFKPBYRVSA-N	7408076	2-[[(2S)-pyrrolidin-1-ium-2-carbonyl]amino]acetate	C7H12N2O3	172.18	C1C[C@H]([NH2+]C1)C(=O)NCC(=O)[O-]	C1CC([NH2+]C1)C(=O)NCC(=O)[O-]	progly	L-Prolinylglycine
FSYKKLYZXJSNPZ-UHFFFAOYSA-N	7311726	2-(methylazaniumyl)acetate	C3H7NO2	89.09	C[NH2+]CC(=O)[O-]	C[NH2+]CC(=O)[O-]	sarcs	Sarcosine C3H7NO2
QNAYBMKLOCPYGJ-UWTATZPHSA-N	7311725	(2R)-2-azaniumylpropanoate	C3H7NO2	89.09	C[C@H](C(=O)[O-])[NH3+]	CC(C(=O)[O-])[NH3+]	ala__D	D-Alanine
QNAYBMKLOCPYGJ-REOHCLBHSA-N	7311724	(2S)-2-azaniumylpropanoate	C3H7NO2	89.09	C[C@@H](C(=O)[O-])[NH3+]	CC(C(=O)[O-])[NH3+]	ala__L	L-Alanine
TXXHDPDFNKHHGW-CCAGOZQPSA-L	7310978	(2Z,4Z)-hexa-2,4-dienedioate	C6H4O4-2	140.09	C(=C\C(=O)[O-])\C=C/C(=O)[O-]	C(=CC(=O)[O-])C=CC(=O)[O-]	ccmuac	Cis,cis-Muconate
AGGIJOLULBJGTQ-UHFFFAOYSA-L	7233169	2-sulfonatoacetate	C2H2O5S-2	138.10	C(C(=O)[O-])S(=O)(=O)[O-]	C(C(=O)[O-])S(=O)(=O)[O-]	sulfac	Sulfoacetate
XVOYSCVBGLVSOL-REOHCLBHSA-M	7140381	(2R)-2-azaniumyl-3-sulfonatopropanoate	C3H6NO5S-	168.15	C([C@@H](C(=O)[O-])[NH3+])S(=O)(=O)[O-]	C(C(C(=O)[O-])[NH3+])S(=O)(=O)[O-]	Lcyst	L-Cysteate
UOOOPKANIPLQPU-XVFCMESISA-L	7098661	[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-4-hydroxy-2-(hydroxymethyl)oxolan-3-yl] phosphate	C9H12N3O8P-2	321.18	C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)OP(=O)([O-])[O-])O	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)OP(=O)([O-])[O-])O	3cmp	3  CMP C9H12N3O8P
KTVPXOYAKDPRHY-AIHAYLRMSA-L	7098640	[(2R,3S,4R,5S)-3,4,5-trihydroxyoxolan-2-yl]methyl phosphate	C5H9O8P-2	228.09	C([C@@H]1[C@H]([C@H]([C@H](O1)O)O)O)OP(=O)([O-])[O-]	C(C1C(C(C(O1)O)O)O)OP(=O)([O-])[O-]	r5p	Alpha-D-Ribose 5-phosphate
HXXFSFRBOHSIMQ-FPRJBGLDSA-L	7098639	[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl] phosphate	C6H11O9P-2	258.12	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OP(=O)([O-])[O-])O)O)O)O	C(C1C(C(C(C(O1)OP(=O)([O-])[O-])O)O)O)O	gal1p	Alpha-D-Galactose 1-phosphate
YDBYJHTYSHBBAU-YFKPBYRVSA-O	7098638	(2S)-2-azaniumyl-4-dimethylsulfoniobutanoate	C6H14NO2S+	164.25	C[S+](C)CC[C@@H](C(=O)[O-])[NH3+]	C[S+](C)CCC(C(=O)[O-])[NH3+]	mmet	S-Methyl-L-methionine
ZUKPVRWZDMRIEO-VKHMYHEASA-N	7098621	2-[[(2R)-2-azaniumyl-3-sulfanylpropanoyl]amino]acetate	C5H10N2O3S	178.21	C([C@@H](C(=O)NCC(=O)[O-])[NH3+])S	C(C(C(=O)NCC(=O)[O-])[NH3+])S	cgly	Cys Gly C5H10N2O3S
IVOMOUWHDPKRLL-KQYNXXCUSA-M	7059571	(4aR,6R,7R,7aS)-6-(6-aminopurin-9-yl)-2-oxido-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-7-ol	C10H11N5O6P-	328.20	C1[C@@H]2[C@H]([C@H]([C@@H](O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)[O-]	C1C2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)OP(=O)(O1)[O-]	camp	CAMP C10H11N5O6P
RITKHVBHSGLULN-WHFBIAKZSA-M	7059430	(2S)-2-azaniumyl-5-[[(1R)-1-carboxylato-2-sulfanylethyl]amino]-5-oxopentanoate	C8H13N2O5S-	249.27	C(CC(=O)N[C@@H](CS)C(=O)[O-])[C@@H](C(=O)[O-])[NH3+]	C(CC(=O)NC(CS)C(=O)[O-])C(C(=O)[O-])[NH3+]	glucys	Gamma-L-Glutamyl-L-cysteine
BZQFBWGGLXLEPQ-UWTATZPHSA-L	7059388	(2R)-2-azaniumyl-3-phosphonatooxypropanoate	C3H6NO6P-2	183.06	C([C@H](C(=O)[O-])[NH3+])OP(=O)([O-])[O-]	C(C(C(=O)[O-])[NH3+])OP(=O)([O-])[O-]	pser__D	D-O-Phosphoserine
BZQFBWGGLXLEPQ-REOHCLBHSA-L	7059387	(2S)-2-azaniumyl-3-phosphonatooxypropanoate	C3H6NO6P-2	183.06	C([C@@H](C(=O)[O-])[NH3+])OP(=O)([O-])[O-]	C(C(C(=O)[O-])[NH3+])OP(=O)([O-])[O-]	pser__L	O-Phospho-L-serine
NCMVOABPESMRCP-SHYZEUOFSA-L	7058169	[(2R,3S,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-3-hydroxyoxolan-2-yl]methyl phosphate	C9H12N3O7P-2	305.18	C1[C@@H]([C@H](O[C@H]1N2C=CC(=NC2=O)N)COP(=O)([O-])[O-])O	C1C(C(OC1N2C=CC(=NC2=O)N)COP(=O)([O-])[O-])O	dcmp	DCMP C9H12N3O7P
PGAVKCOVUIYSFO-XVFCMESISA-J	7058168	[[[(2R,3S,4R,5R)-5-(2,4-dioxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl] phosphate	C9H11N2O15P3-4	480.11	C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O	utp	UTP C9H11N2O15P3
PCDQPRRSZKQHHS-XVFCMESISA-J	7058166	[[[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl] phosphate	C9H12N3O14P3-4	479.12	C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O	ctp	CTP C9H12N3O14P3
IERHLVCPSMICTF-XVFCMESISA-L	7058165	[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate	C9H12N3O8P-2	321.18	C1=CN(C(=O)N=C1N)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])[O-])O)O	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)([O-])[O-])O)O	cmp	CMP C9H12N3O8P
XTWYTFMLZFPYCI-KQYNXXCUSA-K	7058055	[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl] phosphate	C10H12N5O10P2-3	424.18	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O)N	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])[O-])O)O)N	adp	ADP C10H12N5O10P2
JXOHGGNKMLTUBP-HSUXUTPPSA-M	7057976	(3R,4S,5R)-3,4,5-trihydroxycyclohexene-1-carboxylate	C7H9O5-	173.14	C1[C@H]([C@@H]([C@@H](C=C1C(=O)[O-])O)O)O	C1C(C(C(C=C1C(=O)[O-])O)O)O	skm	Shikimate
NGHVIOIJCVXTGV-ALEPSDHESA-N	7057887	(2S,5R,6R)-6-azaniumyl-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate	C8H12N2O3S	216.26	CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)[NH3+])C(=O)[O-])C	CC1(C(N2C(S1)C(C2=O)[NH3+])C(=O)[O-])C	6apa	6 Aminopenicillanic acid C8H12N2O3S
AWUCVROLDVIAJX-GSVOUGTGSA-L	7048686	[(2R)-2,3-dihydroxypropyl] phosphate	C3H7O6P-2	170.06	C([C@H](COP(=O)([O-])[O-])O)O	C(C(COP(=O)([O-])[O-])O)O	glyc3p	Glycerol 3-phosphate
RWSXRVCMGQZWBV-WDSKDSINSA-M	7048684	(2S)-2-azaniumyl-5-[[(2R)-1-(carboxylatomethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoate	C10H16N3O6S-	306.32	C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)[O-])[C@@H](C(=O)[O-])[NH3+]	C(CC(=O)NC(CS)C(=O)NCC(=O)[O-])C(C(=O)[O-])[NH3+]	gthrd	Reduced glutathione
ZGXJTSGNIOSYLO-UHFFFAOYSA-N	7048523	5-azaniumyl-4-oxopentanoate	C5H9NO3	131.13	C(CC(=O)[O-])C(=O)C[NH3+]	C(CC(=O)[O-])C(=O)C[NH3+]	5aop	5-Amino-4-oxopentanoate
ROHFNLRQFUQHCH-YFKPBYRVSA-N	7045798	(2S)-2-azaniumyl-4-methylpentanoate	C6H13NO2	131.17	CC(C)C[C@@H](C(=O)[O-])[NH3+]	CC(C)CC(C(=O)[O-])[NH3+]	leu__L	L-Leucine
AGPKZVBTJJNPAG-WHFBIAKZSA-N	7043901	(2S,3S)-2-azaniumyl-3-methylpentanoate	C6H13NO2	131.17	CC[C@H](C)[C@@H](C(=O)[O-])[NH3+]	CCC(C)C(C(=O)[O-])[NH3+]	ile__L	L-Isoleucine
WQXXXVRAFAKQJM-WHFBIAKZSA-M	7009568	(2S)-2-azaniumyl-5-[[(1S)-1-carboxylatoethyl]amino]-5-oxopentanoate	C8H13N2O5-	217.20	C[C@@H](C(=O)[O-])NC(=O)CC[C@@H](C(=O)[O-])[NH3+]	CC(C(=O)[O-])NC(=O)CCC(C(=O)[O-])[NH3+]	gluala	5 L Glutamyl L alanine C8H13N2O5
VYZAGTDAHUIRQA-WHFBIAKZSA-M	7006474	(2S)-2-[[(2S)-2-azaniumylpropanoyl]amino]pentanedioate	C8H13N2O5-	217.20	C[C@@H](C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])[NH3+]	CC(C(=O)NC(CCC(=O)[O-])C(=O)[O-])[NH3+]	LalaLglu	L-alanine-L-glutamate
AYFVYJQAPQTCCC-HRFVKAFMSA-N	6995276	(2S,3S)-2-azaniumyl-3-hydroxybutanoate	C4H9NO3	119.12	C[C@@H]([C@@H](C(=O)[O-])[NH3+])O	CC(C(C(=O)[O-])[NH3+])O	athr__L	L-Allo-threonine
XAEWTDMGFGHWFK-IMJSIDKUSA-M	6995001	(2S)-2-[[(2S)-2-azaniumylpropanoyl]amino]butanedioate	C7H11N2O5-	203.17	C[C@@H](C(=O)N[C@@H](CC(=O)[O-])C(=O)[O-])[NH3+]	CC(C(=O)NC(CC(=O)[O-])C(=O)[O-])[NH3+]	ala_L_asp__L	Ala L asp L C7H11N2O5
SCCPDJAQCXWPTF-VKHMYHEASA-M	6994636	(2S)-2-[(2-azaniumylacetyl)amino]butanedioate	C6H9N2O5-	189.15	C([C@@H](C(=O)[O-])NC(=O)C[NH3+])C(=O)[O-]	C(C(C(=O)[O-])NC(=O)C[NH3+])C(=O)[O-]	gly_asp__L	Gly asp L C6H9N2O5
KMYWVDDIPVNLME-KQYNXXCUSA-M	6992262	[(3aR,4R,6R,6aR)-4-(6-aminopurin-9-yl)-2-oxido-2-oxo-3a,4,6,6a-tetrahydrofuro[3,4-d][1,3,2]dioxaphosphol-6-yl]methanol	C10H11N5O6P-	328.20	C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@H]4[C@@H]([C@H](O3)CO)OP(=O)(O4)[O-])N	C1=NC(=C2C(=N1)N(C=N2)C3C4C(C(O3)CO)OP(=O)(O4)[O-])N	23camp	2',3'-Cyclic AMP
