Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_CP129672.1	2877306	2878916		plus	benzoate-CoA ligase family protein			protein-coding			WP_302093020.1	benzoate-CoA ligase family protein	536	QYQ99_RS13185
NZ_CP129672.1	2878995	2879456		plus	acyl-CoA thioesterase			protein-coding			WP_302093021.1	acyl-CoA thioesterase	153	QYQ99_RS13190
NZ_CP129672.1	2879459	2879851		plus	RidA family protein			protein-coding			WP_182285441.1	RidA family protein	130	QYQ99_RS13195
NZ_CP129672.1	2880032	2880703		plus	GDSL-type esterase/lipase family protein			protein-coding			WP_302093022.1	GDSL-type esterase/lipase family protein	223	QYQ99_RS13200
NZ_CP129672.1	2880742	2881956		minus	phospholipase A			protein-coding			WP_302093023.1	phospholipase A	404	QYQ99_RS13205
NZ_CP129672.1	2881998	2882426		minus	hypothetical protein			protein-coding			WP_302093024.1	hypothetical protein	142	QYQ99_RS13210
NZ_CP129672.1	2882436	2884508		minus	ATP-dependent helicase			protein-coding			WP_302093025.1	ATP-dependent helicase	690	QYQ99_RS13215
NZ_CP129672.1	2884738	2885526		plus	hypothetical protein			protein-coding			WP_302093171.1	hypothetical protein	262	QYQ99_RS13220
NZ_CP129672.1	2885523	2886089		plus	GTP-binding protein			protein-coding			WP_302093026.1	GTP-binding protein	188	QYQ99_RS13225
NZ_CP129672.1	2886086	2886487		plus	roadblock/LC7 domain-containing protein			protein-coding			WP_302093027.1	roadblock/LC7 domain-containing protein	133	QYQ99_RS13230
NZ_CP129672.1	2886573	2886932		plus	hypothetical protein			protein-coding			WP_003078024.1	hypothetical protein	119	QYQ99_RS13235
NZ_CP129672.1	2887060	2888010		plus	AEC family transporter			protein-coding			WP_302093028.1	AEC family transporter	316	QYQ99_RS13240
NZ_CP129672.1	2888186	2889307		minus	asparaginase			protein-coding			WP_302093029.1	asparaginase	373	QYQ99_RS13245
NZ_CP129672.1	2889503	2891695		minus	replication restart helicase PriA	priA		protein-coding			WP_302093030.1	replication restart helicase PriA	730	QYQ99_RS13250
NZ_CP129672.1	2892356	2893471		minus	uroporphyrinogen decarboxylase	hemE		protein-coding			WP_302093031.1	uroporphyrinogen decarboxylase	371	QYQ99_RS13255
NZ_CP129672.1	2893688	2894554		plus	GNAT family N-acetyltransferase			protein-coding			WP_302093032.1	GNAT family N-acetyltransferase	288	QYQ99_RS13260
NZ_CP129672.1	2894617	2895132		minus	hypothetical protein			protein-coding			WP_302093033.1	hypothetical protein	171	QYQ99_RS13265
NZ_CP129672.1	2895459	2895845		plus	VOC family protein			protein-coding			WP_012836833.1	VOC family protein	128	QYQ99_RS13270
NZ_CP129672.1	2895876	2898164		minus	protein-disulfide reductase DsbD family protein			protein-coding			WP_302093034.1	protein-disulfide reductase DsbD family protein	762	QYQ99_RS13275
NZ_CP129672.1	2898384	2899358		plus	Bug family tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_302093035.1	Bug family tripartite tricarboxylate transporter substrate binding protein	324	QYQ99_RS13280
NZ_CP129672.1	2899345	2901003		minus	MATE family efflux transporter			protein-coding			WP_302093036.1	MATE family efflux transporter	552	QYQ99_RS13285
NZ_CP129672.1	2901100	2901975		plus	creatininase family protein			protein-coding			WP_302093037.1	creatininase family protein	291	QYQ99_RS13290
NZ_CP129672.1	2902611	2903597		minus	Bug family tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_302093038.1	Bug family tripartite tricarboxylate transporter substrate binding protein	328	QYQ99_RS13295
NZ_CP129672.1	2903699	2904148		minus	hypothetical protein			protein-coding			WP_302093039.1	hypothetical protein	149	QYQ99_RS13300
NZ_CP129672.1	2904197	2904874		minus	histidine phosphatase family protein			protein-coding			WP_302093040.1	histidine phosphatase family protein	225	QYQ99_RS13305
NZ_CP129672.1	2905160	2906188		plus	extracellular solute-binding protein			protein-coding			WP_302093041.1	extracellular solute-binding protein	342	QYQ99_RS13310
NZ_CP129672.1	2906408	2908060		plus	ABC transporter permease			protein-coding			WP_302093042.1	ABC transporter permease	550	QYQ99_RS13315
NZ_CP129672.1	2908227	2908886		plus	ABC transporter ATP-binding protein			protein-coding			WP_034353083.1	ABC transporter ATP-binding protein	219	QYQ99_RS13320
NZ_CP129672.1	2908890	2909816		minus	PhzF family phenazine biosynthesis protein			protein-coding			WP_437439078.1	PhzF family phenazine biosynthesis protein	308	QYQ99_RS13325
NZ_CP129672.1	2910052	2911230		minus	PLP-dependent aminotransferase family protein			protein-coding			WP_302093044.1	PLP-dependent aminotransferase family protein	392	QYQ99_RS13330
NZ_CP129672.1	2911611	2913083		plus	PLP-dependent aminotransferase family protein			protein-coding			WP_302093045.1	PLP-dependent aminotransferase family protein	490	QYQ99_RS13335
NZ_CP129672.1	2913080	2913907		minus	ChbG/HpnK family deacetylase			protein-coding			WP_302093046.1	ChbG/HpnK family deacetylase	275	QYQ99_RS13340
NZ_CP129672.1	2913904	2914320		minus	GtrA family protein			protein-coding			WP_437439071.1	GtrA family protein	138	QYQ99_RS13345
NZ_CP129672.1	2914317	2915321		minus	glycosyltransferase family 2 protein			protein-coding			WP_302093047.1	glycosyltransferase family 2 protein	334	QYQ99_RS13350
NZ_CP129672.1	2915454	2916935		plus	glycosyltransferase family 39 protein			protein-coding			WP_302093048.1	glycosyltransferase family 39 protein	493	QYQ99_RS13355
NZ_CP129672.1	2917002	2917364		minus	hypothetical protein			protein-coding			WP_302093049.1	hypothetical protein	120	QYQ99_RS13360
NZ_CP129672.1	2917403	2917717		minus	flagellar biosynthesis anti-sigma factor FlgM	flgM		protein-coding			WP_302093050.1	flagellar biosynthesis anti-sigma factor FlgM	104	QYQ99_RS13365
NZ_CP129672.1	2917835	2918593		minus	flagellar basal body P-ring formation chaperone FlgA	flgA		protein-coding			WP_302093051.1	flagellar basal body P-ring formation chaperone FlgA	252	QYQ99_RS13370
NZ_CP129672.1	2918798	2919211		plus	flagellar basal body rod protein FlgB	flgB		protein-coding			WP_302093052.1	flagellar basal body rod protein FlgB	137	QYQ99_RS13375
NZ_CP129672.1	2919228	2919632		plus	flagellar basal body rod protein FlgC	flgC		protein-coding			WP_003059205.1	flagellar basal body rod protein FlgC	134	QYQ99_RS13380
NZ_CP129672.1	2919649	2920311		plus	flagellar hook assembly protein FlgD			protein-coding			WP_302093053.1	flagellar hook assembly protein FlgD	220	QYQ99_RS13385
NZ_CP129672.1	2920326	2921594		plus	flagellar hook protein FlgE	flgE		protein-coding			WP_302093054.1	flagellar hook protein FlgE	422	QYQ99_RS13390
NZ_CP129672.1	2921664	2922404		plus	flagellar basal body rod protein FlgF			protein-coding			WP_182285477.1	flagellar basal body rod protein FlgF	246	QYQ99_RS13395
NZ_CP129672.1	2922423	2923205		plus	flagellar basal-body rod protein FlgG	flgG		protein-coding			WP_302093055.1	flagellar basal-body rod protein FlgG	260	QYQ99_RS13400
NZ_CP129672.1	2923376	2924083		plus	flagellar basal body L-ring protein FlgH			protein-coding			WP_302093056.1	flagellar basal body L-ring protein FlgH	235	QYQ99_RS13405
NZ_CP129672.1	2924104	2925252		plus	flagellar basal body P-ring protein FlgI			protein-coding			WP_302093057.1	flagellar basal body P-ring protein FlgI	382	QYQ99_RS13410
NZ_CP129672.1	2925249	2926277		plus	flagellar assembly peptidoglycan hydrolase FlgJ	flgJ		protein-coding			WP_302093058.1	flagellar assembly peptidoglycan hydrolase FlgJ	342	QYQ99_RS13415
NZ_CP129672.1	2926274	2928220		plus	flagellar hook-associated protein FlgK	flgK		protein-coding			WP_302093059.1	flagellar hook-associated protein FlgK	648	QYQ99_RS13420
NZ_CP129672.1	2928244	2929458		plus	flagellar hook-associated protein FlgL	flgL		protein-coding			WP_003077974.1	flagellar hook-associated protein FlgL	404	QYQ99_RS13425
NZ_CP129672.1	2929514	2930782		plus	HDOD domain-containing protein			protein-coding			WP_302093060.1	HDOD domain-containing protein	422	QYQ99_RS13430
NZ_CP129672.1	2930968	2932149		plus	EscU/YscU/HrcU family type III secretion system export apparatus switch protein			protein-coding			WP_302093061.1	EscU/YscU/HrcU family type III secretion system export apparatus switch protein	393	QYQ99_RS13435
NZ_CP129672.1	2932149	2934251		plus	flagellar biosynthesis protein FlhA	flhA		protein-coding			WP_302093062.1	flagellar biosynthesis protein FlhA	700	QYQ99_RS13440
NZ_CP129672.1	2934248	2935861		plus	flagellar biosynthesis protein FlhF	flhF		protein-coding			WP_302093063.1	flagellar biosynthesis protein FlhF	537	QYQ99_RS13445
NZ_CP129672.1	2935854	2936711		plus	hypothetical protein			protein-coding			WP_302093064.1	hypothetical protein	285	QYQ99_RS13450
NZ_CP129672.1	2936717	2937436		plus	RNA polymerase sigma factor FliA			protein-coding			WP_302093065.1	RNA polymerase sigma factor FliA	239	QYQ99_RS13455
NZ_CP129672.1	2937690	2937989		minus	flagellar protein FliT			protein-coding			WP_003059178.1	flagellar protein FliT	99	QYQ99_RS13460
NZ_CP129672.1	2937993	2938406		minus	flagellar export chaperone FliS	fliS		protein-coding			WP_053281771.1	flagellar export chaperone FliS	137	QYQ99_RS13465
NZ_CP129672.1	2938500	2939915		minus	flagellar filament capping protein FliD	fliD		protein-coding			WP_302093066.1	flagellar filament capping protein FliD	471	QYQ99_RS13470
NZ_CP129672.1	2940072	2941304		minus	flagellin			protein-coding			WP_302093067.1	flagellin	410	QYQ99_RS13475
NZ_CP129672.1	2941601	2943004		minus	flagellin			protein-coding			WP_302093068.1	flagellin	467	QYQ99_RS13480
NZ_CP129672.1	2943390	2944250		plus	flagellar motor stator protein MotA	motA		protein-coding			WP_302093069.1	flagellar motor stator protein MotA	286	QYQ99_RS13485
NZ_CP129672.1	2944293	2945360		plus	flagellar motor protein MotB	motB		protein-coding			WP_302093070.1	flagellar motor protein MotB	355	QYQ99_RS13490
NZ_CP129672.1	2945426	2945812		plus	chemotaxis response regulator CheY	cheY		protein-coding			WP_003059161.1	chemotaxis response regulator CheY	128	QYQ99_RS13495
NZ_CP129672.1	2945816	2946433		plus	protein phosphatase CheZ			protein-coding			WP_302093071.1	protein phosphatase CheZ	205	QYQ99_RS13500
NZ_CP129672.1	2946620	2946928		minus	flagellar hook-basal body complex protein FliE	fliE		protein-coding			WP_003065477.1	flagellar hook-basal body complex protein FliE	102	QYQ99_RS13505
NZ_CP129672.1	2947102	2948808		plus	flagellar basal-body MS-ring/collar protein FliF	fliF		protein-coding			WP_302093072.1	flagellar basal-body MS-ring/collar protein FliF	568	QYQ99_RS13510
NZ_CP129672.1	2948944	2949939		plus	flagellar motor switch protein FliG	fliG		protein-coding			WP_302093073.1	flagellar motor switch protein FliG	331	QYQ99_RS13515
NZ_CP129672.1	2949932	2950759		plus	FliH/SctL family protein			protein-coding			WP_302093074.1	FliH/SctL family protein	275	QYQ99_RS13520
NZ_CP129672.1	2950756	2952144		plus	flagellar protein export ATPase FliI	fliI		protein-coding			WP_302093075.1	flagellar protein export ATPase FliI	462	QYQ99_RS13525
NZ_CP129672.1	2952178	2952642		plus	flagellar export protein FliJ	fliJ		protein-coding			WP_302093076.1	flagellar export protein FliJ	154	QYQ99_RS13530
NZ_CP129672.1	2952645	2953961		plus	flagellar hook-length control protein FliK			protein-coding			WP_302093077.1	flagellar hook-length control protein FliK	438	QYQ99_RS13535
NZ_CP129672.1	2954151	2954705		plus	flagellar basal body-associated FliL family protein			protein-coding			WP_302093078.1	flagellar basal body-associated FliL family protein	184	QYQ99_RS13540
NZ_CP129672.1	2954721	2955725		plus	flagellar motor switch protein FliM	fliM		protein-coding			WP_302088675.1	flagellar motor switch protein FliM	334	QYQ99_RS13545
NZ_CP129672.1	2955715	2956149		plus	flagellar motor switch protein FliN	fliN		protein-coding			WP_003077935.1	flagellar motor switch protein FliN	144	QYQ99_RS13550
NZ_CP129672.1	2956184	2956573		plus	FliO/MopB family protein			protein-coding			WP_302093173.1	FliO/MopB family protein	129	QYQ99_RS13555
NZ_CP129672.1	2956566	2957315		plus	flagellar type III secretion system pore protein FliP	fliP		protein-coding			WP_409811469.1	flagellar type III secretion system pore protein FliP	249	QYQ99_RS13560
NZ_CP129672.1	2957469	2957738		plus	flagellar biosynthesis protein FliQ	fliQ		protein-coding			WP_302088676.1	flagellar biosynthesis protein FliQ	89	QYQ99_RS13565
NZ_CP129672.1	2957735	2958499		plus	flagellar biosynthetic protein FliR	fliR		protein-coding			WP_302088677.1	flagellar biosynthetic protein FliR	254	QYQ99_RS13570
NZ_CP129672.1	2958639	2959277		minus	response regulator			protein-coding			WP_301444783.1	response regulator	212	QYQ99_RS13575
NZ_CP129672.1	2959333	2960454		minus	hybrid sensor histidine kinase/response regulator			protein-coding			WP_302088678.1	hybrid sensor histidine kinase/response regulator	373	QYQ99_RS13580
NZ_CP129672.1	2960568	2961017		plus	hypothetical protein			protein-coding			WP_003065446.1	hypothetical protein	149	QYQ99_RS13585
NZ_CP129672.1	2961060	2961422		plus	response regulator			protein-coding			WP_302088679.1	response regulator	120	QYQ99_RS13590
NZ_CP129672.1	2961455	2963644		plus	chemotaxis protein CheW			protein-coding			WP_302088680.1	chemotaxis protein CheW	729	QYQ99_RS13595
NZ_CP129672.1	2963679	2964167		plus	chemotaxis protein CheW			protein-coding			WP_003077929.1	chemotaxis protein CheW	162	QYQ99_RS13600
NZ_CP129672.1	2964185	2965099		plus	CheR family methyltransferase			protein-coding			WP_302088681.1	CheR family methyltransferase	304	QYQ99_RS13605
NZ_CP129672.1	2965124	2965855		plus	chemoreceptor glutamine deamidase CheD	cheD		protein-coding			WP_012836880.1	chemoreceptor glutamine deamidase CheD	243	QYQ99_RS13610
NZ_CP129672.1	2965869	2966984		plus	protein-glutamate methylesterase/protein-glutamine glutaminase			protein-coding			WP_302088682.1	protein-glutamate methylesterase/protein-glutamine glutaminase	371	QYQ99_RS13615
NZ_CP129672.1	2967097	2968983		minus	ATP-binding cassette domain-containing protein			protein-coding			WP_302088683.1	ATP-binding cassette domain-containing protein	628	QYQ99_RS13620
NZ_CP129672.1	2969452	2970984		plus	16S ribosomal RNA			rRNA						QYQ99_RS13625
NZ_CP129672.1	2971075	2971151		plus	tRNA-Ile			tRNA						QYQ99_RS13630
NZ_CP129672.1	2971180	2971255		plus	tRNA-Ala			tRNA						QYQ99_RS13635
NZ_CP129672.1	2971676	2974553		plus	23S ribosomal RNA			rRNA						QYQ99_RS13640
NZ_CP129672.1	2974720	2974832		plus	5S ribosomal RNA	rrf		rRNA						QYQ99_RS13645
NZ_CP129672.1	2975183	2976715		plus	16S ribosomal RNA			rRNA						QYQ99_RS13650
NZ_CP129672.1	2976806	2976882		plus	tRNA-Ile			tRNA						QYQ99_RS13655
NZ_CP129672.1	2976911	2976986		plus	tRNA-Ala			tRNA						QYQ99_RS13660
NZ_CP129672.1	2977407	2980284		plus	23S ribosomal RNA			rRNA						QYQ99_RS13665
NZ_CP129672.1	2980451	2980563		plus	5S ribosomal RNA	rrf		rRNA						QYQ99_RS13670
NZ_CP129672.1	2980915	2982447		plus	16S ribosomal RNA			rRNA						QYQ99_RS13675
NZ_CP129672.1	2982540	2982616		plus	tRNA-Ile			tRNA						QYQ99_RS13680
NZ_CP129672.1	2982645	2982720		plus	tRNA-Ala			tRNA						QYQ99_RS13685
NZ_CP129672.1	2983141	2986018		plus	23S ribosomal RNA			rRNA						QYQ99_RS13690
NZ_CP129672.1	2986184	2986296		plus	5S ribosomal RNA	rrf		rRNA						QYQ99_RS13695
NZ_CP129672.1	2986473	2987240		minus	class II glutamine amidotransferase			protein-coding			WP_302088684.1	class II glutamine amidotransferase	255	QYQ99_RS13700
NZ_CP129672.1	2987398	2987586		minus	4-oxalocrotonate tautomerase			protein-coding			WP_003060524.1	4-oxalocrotonate tautomerase	62	QYQ99_RS13705
NZ_CP129672.1	2987688	2987876		minus	4-oxalocrotonate tautomerase			protein-coding			WP_003060526.1	4-oxalocrotonate tautomerase	62	QYQ99_RS13710
NZ_CP129672.1	2987931	2988149		minus	cysteine-rich CWC family protein			protein-coding			WP_302088685.1	cysteine-rich CWC family protein	72	QYQ99_RS13715
NZ_CP129672.1	2988341	2990533		minus	malate synthase G			protein-coding			WP_302088686.1	malate synthase G	730	QYQ99_RS13720
NZ_CP129672.1	2990717	2990869		minus	hypothetical protein			protein-coding			WP_302088687.1	hypothetical protein	50	QYQ99_RS13725
NZ_CP129672.1	2991027	2991386		plus	hypothetical protein			protein-coding			WP_302088688.1	hypothetical protein	119	QYQ99_RS13730
NZ_CP129672.1	2991451	2992137		minus	response regulator transcription factor			protein-coding			WP_302088689.1	response regulator transcription factor	228	QYQ99_RS13735
NZ_CP129672.1	2992150	2993388		minus	sensor histidine kinase			protein-coding			WP_302088690.1	sensor histidine kinase	412	QYQ99_RS13740
NZ_CP129672.1	2993738	2994673		plus	LysR family transcriptional regulator			protein-coding			WP_034355246.1	LysR family transcriptional regulator	311	QYQ99_RS13745
NZ_CP129672.1	2994758	2995204		plus	DUF2214 family protein			protein-coding			WP_302088691.1	DUF2214 family protein	148	QYQ99_RS13750
NZ_CP129672.1	2995780	2997489		plus	arginine--tRNA ligase	argS		protein-coding			WP_302088692.1	arginine--tRNA ligase	569	QYQ99_RS13760
NZ_CP129672.1	2997590	2998285		plus	SPOR domain-containing protein			protein-coding			WP_302088693.1	SPOR domain-containing protein	231	QYQ99_RS13765
NZ_CP129672.1	2998398	2999048		plus	thiol:disulfide interchange protein DsbA/DsbL			protein-coding			WP_302088694.1	thiol:disulfide interchange protein DsbA/DsbL	216	QYQ99_RS13770
NZ_CP129672.1	2999179	2999835		plus	lipopolysaccharide transport periplasmic protein LptA	lptA		protein-coding			WP_302088695.1	lipopolysaccharide transport periplasmic protein LptA	218	QYQ99_RS13775
NZ_CP129672.1	2999832	3000614		plus	LPS export ABC transporter ATP-binding protein	lptB		protein-coding			WP_003060565.1	LPS export ABC transporter ATP-binding protein	260	QYQ99_RS13780
NZ_CP129672.1	3000760	3002361		plus	RNA polymerase factor sigma-54			protein-coding			WP_302088696.1	RNA polymerase factor sigma-54	533	QYQ99_RS13785
NZ_CP129672.1	3002537	3003457		minus	aspartyl/asparaginyl beta-hydroxylase domain-containing protein			protein-coding			WP_302088697.1	aspartyl/asparaginyl beta-hydroxylase domain-containing protein	306	QYQ99_RS13790
NZ_CP129672.1	3003591	3004823		minus	DUF711 family protein			protein-coding			WP_302088698.1	DUF711 family protein	410	QYQ99_RS13795
NZ_CP129672.1	3004881	3005219		minus	tRNA-binding protein			protein-coding			WP_053283100.1	tRNA-binding protein	112	QYQ99_RS13800
NZ_CP129672.1	3005399	3006697		plus	THUMP domain-containing class I SAM-dependent RNA methyltransferase			protein-coding			WP_302088699.1	THUMP domain-containing class I SAM-dependent RNA methyltransferase	432	QYQ99_RS13805
